ABV,sodium,calories,fat,cholesterol,carbs,protein
1,666.8465473145781,363.9667519181586,21.00434782608698,78.25831202046035,6.079283887468031,16.8010230179028
3,676.8435072142064,371.1132075471698,22.214095449500533,87.03218645948945,6.1331853496115425,19.654605993340716
4,784.4688569472963,395.99794661190964,23.93278576317583,87.24503764544832,6.223819301848049,21.02956878850106
