Acid,sodium,calories,fat,cholesterol,carbs,protein
1,665.4850299401197,367.41317365269464,21.261077844311377,79.11377245508982,5.377245508982036,17.734730538922168
3,787.47363717605,395.017873100983,24.126899016979394,87.84361036639856,6.304736371760501,21.329043789097422
4,775.2564102564103,416.22435897435895,24.932478632478663,95.16239316239316,6.645299145299146,21.904700854700867
5,662.2052052052052,357.4184184184184,20.997397397397343,80.51551551551552,5.938938938938939,17.93983983983984
